"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Learning to Play Foosball: System and Baselines","J. Moos; C. Derstroff; N. Schröder; D. Clever","Institute for Mechatronic Systems, TU Darmstadt, Darmstadt, Germany; Hessian Center for Artificial Intelligence (Hessian.AI), Darmstadt, Germany; Department of Electrical Engineering, TU Darmstadt, Darmstadt, Germany; Institute for Mechatronic Systems, TU Darmstadt, Darmstadt, Germany",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","4326","4332","This work stages Foosball as a versatile platform for advancing scientific research, particularly in the realm of robot learning. We present an automated Foosball table along with its corresponding simulated counterpart, showcasing a diverse range of challenges through example tasks within the Foosball environment. Initial findings are shared using a simple baseline approach. Foosball constitutes a versatile learning environment with the potential to yield cutting-edge research in various fields of artificial intelligence and machine learning, notably robust learning, while also extending its applicability to industrial robotics and automation setups. To transform our physical Foosball table into a research-friendly system, we augmented it with a 2 degrees of freedom kinematic chain to control the goalkeeper rod as an initial setup with the intention to be extended to the full game as soon as possible. Our experiments reveal that a realistic simulation is essential for mastering complex robotic tasks, yet translating these accomplishments to the real system remains challenging, often accompanied by a performance decline. This emphasizes the critical importance of research in this direction. In this concern, we spotlight the automated Foosball table as an invaluable tool, possessing numerous desirable attributes, to serve as a demanding learning environment for advancing robotics and automation research.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10611321","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10611321","","Training;Visualization;Video games;Games;Learning (artificial intelligence);Transforms;Robot learning","","","","23","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"A Multifidelity Sim-to-Real Pipeline for Verifiable and Compositional Reinforcement Learning","C. Neary; C. Ellis; A. S. Samyal; C. Lennon; U. Topcu",The University of Texas at Austin; The University of Massachusetts Dartmouth; The University of Texas at Austin; U.S. Army Research Lab; The University of Texas at Austin,2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","4349","4355","We propose and demonstrate a compositional framework for training and verifying reinforcement learning (RL) systems within a multifidelity sim-to-real pipeline, in order to deploy reliable and adaptable RL policies on physical hardware. By decomposing complex robotic tasks into component subtasks and defining mathematical interfaces between them, the framework allows for the independent training and testing of the corresponding subtask policies, while simultaneously providing guarantees on the overall behavior that results from their composition. By verifying the performance of these subtask policies using a multifidelity simulation pipeline, the framework not only allows for efficient RL training, but also for a refinement of the subtasks and their interfaces in response to challenges arising from discrepancies between simulation and reality. In an experimental case study, we apply the framework to train and deploy a compositional RL system that successfully pilots a Warthog unmanned ground robot.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610735","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610735","","Training;Pipelines;Process control;Reinforcement learning;Hardware;Mobile robots;Reliability","","3","","31","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Learning Generalizable Patrolling Strategies through Domain Randomization of Attacker Behaviors","C. D. Alvarenga; N. Basilico; S. Carpin","Department of Computer Science and Engineering, University of California, Merced, CA, USA; Department of Computer Science, University of Milan, Milan, Italy; Department of Computer Science and Engineering, University of California, Merced, CA, USA",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","4406","4412","Graph-patrolling problems in the adversarial domain typically embed models and assumptions about how hostile events, from which an environment must be protected, are generated at a specific time and location. Relying upon such attacker models prevents algorithms from synthesizing strategies that can generalize in different settings, providing good performance under different and uncertain scenarios. In this paper, we propose a first method to deal with adversarial patrolling using a data driven approach. We cast the problem in an RL setting where the reward function is based on the ability to neutralize attacks that can follow an unknown strategy and that, hence, can be viewed as a black box component. We apply a policy gradient framework for optimizing action probabilities under such a reward model showing how effective patrolling strategies can be obtained from repeated attack-defense interactions between a patrolling agent and an attacker. Our results show that the data driven patroller can effectively provide protection against multiple, diverse attacker behaviors.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610052","","Training;Network architecture;Deep reinforcement learning;Graph neural networks;Vectors;History;Logic","","","","31","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Mixed Traffic Control and Coordination from Pixels","M. Villarreal; B. Poudel; J. Pan; W. Li","Min H. Kao Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, USA; Min H. Kao Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, USA; Department of Computer Science, University of Hong Kong, China; Min H. Kao Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, USA",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","4488","4494","Traffic congestion is a persistent problem in our society. Previous methods for traffic control have proven futile in alleviating current congestion levels leading researchers to explore ideas with robot vehicles given the increased emergence of vehicles with different levels of autonomy on our roads. This gives rise to mixed traffic control, where robot vehicles regulate human-driven vehicles through reinforcement learning (RL). However, most existing studies use precise observations that require domain expertise and hand engineering for each road network’s observation space. Additionally, precise observations use global information, such as environment outflow, and local information, i.e., vehicle positions and velocities. Obtaining this information requires updating existing road infrastructure with vast sensor environments and communication to potentially unwilling human drivers. We consider image observations, a modality that has not been extensively explored for mixed traffic control via RL, as the alternative: 1) images do not require a complete re-imagination of the observation space from environment to environment; 2) images are ubiquitous through satellite imagery, in-car camera systems, and traffic monitoring systems; and 3) images only require communication to equipment. In this work, we show robot vehicles using image observations can achieve competitive performance to using precise information on environments, including ring, figure eight, intersection, merge, and bottleneck. In certain scenarios, our approach even outperforms using precision observations, e.g., up to 8% increase in average vehicle velocity in the merge environment, despite only using local traffic information as opposed to global traffic information.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610517","","Robot kinematics;Roads;Robot vision systems;Reinforcement learning;Traffic control;Aerospace electronics;Satellite images","","10","","46","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"OpenBot-Fleet: A System for Collective Learning with Real Robots","M. Müller; S. Brahmbhatt; A. Deka; Q. Leboutet; D. Hafner; V. Koltun",Intel Labs; Intel Labs; Intel Labs; Intel Labs; Intel Labs; Intel Labs,2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","4758","4765","We introduce OpenBot-Fleet, a comprehensive open-source cloud robotics system for navigation. OpenBot-Fleet uses smartphones for sensing, local compute and communication, Google Firebase for secure cloud storage and off-board compute, and a robust yet low-cost wheeled robot to act in real-world environments. The robots collect task data and upload it to the cloud where navigation policies can be learned either offline or online and can then be sent back to the robot fleet. In our experiments we distribute 72 robots to a crowd of workers who operate them in homes, and show that OpenBot-Fleet can learn robust navigation policies that generalize to unseen homes with >80% success rate. OpenBot-Fleet represents a significant step forward in cloud robotics, making it possible to deploy large continually learning robot fleets in a cost-effective and scalable manner. All materials can be found at https://www.openbot.org/.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610960","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610960","","Navigation;Robot sensing systems;Sensors;Mobile robots;Noise measurement;State estimation;Task analysis","","2","","53","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"SpawnNet: Learning Generalizable Visuomotor Skills from Pre-trained Network","X. Lin; J. So; S. Mahalingam; F. Liu; P. Abbeel",UC Berkeley; UC Berkeley; UC Berkeley; UC Berkeley; UC Berkeley,2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","4781","4787","The existing internet-scale image and video datasets cover a wide range of everyday objects and tasks, bringing the potential of learning policies that generalize in diverse scenarios. Prior works have explored visual pre-training with different self-supervised objectives. Still, the generalization capabilities of the learned policies and the advantages over well-tuned baselines remain unclear from prior studies. In this work, we present a focused study of the generalization capabilities of the pre-trained visual representations at the categorical level. We identify the key bottleneck in using a frozen pre-trained visual backbone for policy learning and then propose SpawnNet, a novel two-stream architecture that learns to fuse pre-trained multi-layer representations into a separate network to learn a robust policy. Through extensive simulated and real experiments, we show significantly better categorical generalization compared to prior approaches in imitation learning settings. Open-sourced code and videos can be found on our website: https://xingyu-lin.github.io/spawnnet/.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610356","","Training;Visualization;Systematics;Codes;Fuses;Imitation learning;Task analysis","","16","","35","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Robot Fine-Tuning Made Easy: Pre-Training Rewards and Policies for Autonomous Real-World Reinforcement Learning","J. Yang; M. S. Mark; B. Vu; A. Sharma; J. Bohg; C. Finn","Department of Computer Science, Stanford University; Department of Computer Science, Stanford University; Department of Computer Science, Stanford University; Department of Computer Science, Stanford University; Department of Computer Science, Stanford University; Department of Computer Science, Stanford University",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","4804","4811","The pre-train and fine-tune paradigm in machine learning has had dramatic success in a wide range of domains because the use of existing data or pre-trained models on the internet enables quick and easy learning of new tasks. We aim to enable this paradigm in robotic reinforcement learning, allowing a robot to learn a new task with little human effort by leveraging data and models from the Internet. However, reinforcement learning often requires significant human effort in the form of manual reward specification or environment resets, even if the policy is pre-trained. We introduce RoboFuME, a reset-free fine-tuning system that pre-trains a multi-task manipulation policy from diverse datasets of prior experiences and self-improves online to learn a target task with minimal human intervention. Our insights are to utilize calibrated offline reinforcement learning techniques to ensure efficient online fine-tuning of a pre-trained policy in the presence of distribution shifts and leverage pre-trained vision language models (VLMs) to build a robust reward classifier for autonomously providing reward signals during the online fine-tuning process. In a diverse set of five real robot manipulation tasks, we show that our method can incorporate data from an existing robot dataset collected at a different institution and improve on a target task within as little as 3 hours of autonomous real-world experience. We also demonstrate in simulation experiments that our method outperforms prior works that use different RL algorithms or different approaches for predicting rewards. Project website: https://robofume.github.io","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610421","Toyota Research Institute; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610421","","Reinforcement learning;Manuals;Prediction algorithms;Multitasking;Data models;Internet;Task analysis","","14","","54","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Snake Robot with Tactile Perception Navigates on Large-scale Challenging Terrain","S. Jiang; A. Salagame; A. Ramezani; L. L. S. Wong","Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA; Northeastern University, Boston, MA, USA",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5090","5096","Along with the advancement of robot skin technology, there has been notable progress in the development of snake robots featuring body-surface tactile perception. In this study, we proposed a locomotion control framework for snake robots that integrates tactile perception to augment their adaptability to various terrains. Our approach embraces a hierarchical reinforcement learning (HRL) architecture, wherein the high-level orchestrates global navigation strategies while the low-level uses curriculum learning for local navigation maneuvers. Due to the significant computational demands of collision detection in whole-body tactile sensing, the efficiency of the simulator is severely compromised. Thus a distributed training pattern to mitigate the efficiency reduction was adopted. We evaluated the navigation performance of the snake robot in complex large-scale cave exploration with challenging terrains to exhibit improvements in motion efficiency, evidencing the efficacy of tactile perception in terrain-adaptive locomotion.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10611384","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10611384","","Training;Navigation;Snake robots;Reinforcement learning;Computer architecture;Robot sensing systems;Skin","","8","","34","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Zero-Shot Wireless Indoor Navigation through Physics-Informed Reinforcement Learning","M. Yin; T. Li; H. Lei; Y. Hu; S. Rangan; Q. Zhu","Tandon School of Engineering, New York University, NY, USA; Tandon School of Engineering, New York University, NY, USA; Tandon School of Engineering, New York University, NY, USA; Tandon School of Engineering, New York University, NY, USA; Tandon School of Engineering, New York University, NY, USA; Tandon School of Engineering, New York University, NY, USA",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5111","5118","The growing focus on indoor robot navigation utilizing wireless signals has stemmed from the capability of these signals to capture high-resolution angular and temporal measurements. Prior heuristic-based methods, based on radio frequency (RF) propagation, are intuitive and generalizable across simple scenarios, yet fail to navigate in complex environments. On the other hand, end-to-end (e2e) deep reinforcement learning (RL) can explore a rich class of policies, delivering surprising performance when facing complex wireless environments. However, the price to pay is the astronomical amount of training samples, and the resulting policy, without fine-tuning (zero-shot), is unable to navigate efficiently in new scenarios unseen in the training phase. To equip the navigation agent with sample-efficient learning and zero-shot generalization, this work proposes a novel physics-informed RL (PIRL) where a distance-to-target-based cost (standard in e2e) is augmented with physics-informed reward shaping. The key intuition is that wireless environments vary, but physics laws persist. After learning to utilize the physics information, the agent can transfer this knowledge across different tasks and navigate in an unknown environment without fine-tuning. The proposed PIRL is evaluated using a wireless digital twin (WDT) built upon simulations of a large class of indoor environments from the AI Habitat dataset augmented with electromagnetic radiation simulation for wireless signals. It is shown that the PIRL significantly outperforms both e2e RL and heuristic-based solutions in terms of generalization and performance. Source code is available at https://github.com/Panshark/PIRL-WIN.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10611229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10611229","","Wireless communication;Training;Indoor navigation;Source coding;Radio navigation;Task analysis;Physics","","9","","47","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"An Environmental-Complexity-Based Navigation Method Based on Hierarchical Deep Reinforcement Learning","P. Chen; Q. Liu; Y. Li; S. Ma","Guangdong Key Laboratory of Intelligent Morphing Mechanisms and Adaptive Robotics and School of Mechanical Engineering and Automation, The Harbin Institute of Technology, Shenzhen, China; Guangdong Key Laboratory of Intelligent Morphing Mechanisms and Adaptive Robotics and School of Mechanical Engineering and Automation, The Harbin Institute of Technology, Shenzhen, China; Guangdong Key Laboratory of Intelligent Morphing Mechanisms and Adaptive Robotics and School of Mechanical Engineering and Automation, The Harbin Institute of Technology, Shenzhen, China; Guangdong Key Laboratory of Intelligent Morphing Mechanisms and Adaptive Robotics and School of Mechanical Engineering and Automation, The Harbin Institute of Technology, Shenzhen, China",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5119","5125","Navigation methods based on deep reinforcement learning (RL) have recently exhibited superior performance, particularly for navigation in dynamic environments. However, most existing methods solely rely on deep neural network feature encoders to extract features from raw LiDAR data, lacking an explicit representation of environmental structure. This limitation hinders effective environmental representation and interpretability, constraining navigation performance improvement. To solve this problem, we propose two quantitative metrics based on laser scans, which explicitly represent environmental complexity and show great interpretability. Furthermore, we propose an environmental-complexity-based navigation method based on hierarchical deep RL with the proposed metrics. Experimental results show that the proposed method achieves better navigation performance than baselines, especially in challenging scenarios with corners and dynamic obstacles.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610970","National Natural Science Foundation of China; Shenzhen Fundamental Research Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610970","","Measurement;Laser radar;Navigation;Lasers;Artificial neural networks;Feature extraction;Deep reinforcement learning","","5","","23","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Active Automotive Augmented Reality Displays using Reinforcement Learning","J. -H. Ryu; C. Kim; S. -W. Kim","LG Electronics, Seoul, South Korea; Seoul National University, South Korea; Seoul National University, South Korea",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5134","5140","In order to enhance driving convenience and safety, automotive Augmented Reality displays, e.g., head-up displays, have garnered attention and are gradually being deployed. However, when vehicles encounter uneven roads, vertical vibrations lead to mismatches between external physical objects and augmented reality overlay images, adversely affecting the AR display’s visibility. Resolving the problem is quite challenging because the optical system operates on a nanometer scale and is highly sensitive due to its multifunctional nature involving reflection and refraction through an intermediate medium. This paper aims to address the newly emerging problem of vertical mismatches in automotive AR displays. To tackle this issue, we begin by defining the problem and then examine the effectiveness of traditional control methods, on-policy and off-policy reinforcement learning as potential solutions. Finally, we validate our approach through experiments, demonstrating a significant reduction in vertical mismatches and an improvement in the overall visibility of automotive AR displays. Our findings provide valuable insights for enhancing driving convenience and safety in real-world conditions.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10611683","National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10611683","","Vibrations;Reinforcement learning;Linear programming;Optical imaging;Safety;Optical sensors;Optical refraction","","","","24","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Extremum-Seeking Action Selection for Accelerating Policy Optimization","Y. -C. Chang; S. Gao",NA; NA,2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5141","5147","Reinforcement learning for control over continuous spaces typically uses high-entropy stochastic policies, such as Gaussian distributions, for local exploration and estimating policy gradient to optimize performance. Many robotic control problems deal with complex unstable dynamics, where applying actions that are off the feasible control manifolds can quickly lead to undesirable divergence. In such cases, most samples taken from the ambient action space generate low-value trajectories that hardly contribute to policy improvement, resulting in slow or failed learning. We propose to improve action selection in this model-free RL setting by introducing additional adaptive control steps based on Extremum-Seeking Control (ESC). On each action sampled from stochastic policies, we apply sinusoidal perturbations and query for estimated Q-values as the response signal. Based on ESC, we then dynamically improve the sampled actions to be closer to nearby optima before applying them to the environment. Our methods can be easily added in standard policy optimization to improve learning efficiency, which we demonstrate in various control learning environments.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610197","","Manifolds;Perturbation methods;Stochastic processes;Reinforcement learning;Aerospace electronics;Trajectory;Reliability","","","","40","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Privacy Risks in Reinforcement Learning for Household Robots","M. Li; W. Ding; D. Zhao","Carnegie Mellon University, Pittsburgh, PA, USA; Carnegie Mellon University, Pittsburgh, PA, USA; Carnegie Mellon University, Pittsburgh, PA, USA",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5148","5154","The prominence of embodied Artificial Intelligence (AI), which empowers robots to navigate, perceive, and engage within virtual environments, has attracted significant attention, owing to the remarkable advances in computer vision and large language models. Privacy emerges as a pivotal concern within the realm of embodied AI, as the robot accesses substantial personal information. However, the issue of privacy leakage in embodied AI tasks, particularly concerning reinforcement learning algorithms, has not received adequate consideration in research. This paper aims to address this gap by proposing an attack on the training process of the value-based algorithm and the gradient-based algorithm, utilizing gradient inversion to reconstruct states, actions, and supervisory signals. The choice of using gradients for the attack is motivated by the fact that commonly employed federated learning techniques solely utilize gradients computed based on private user data to optimize models, without storing or transmitting the data to public servers. Nevertheless, these gradients contain sufficient information to potentially expose private data. To validate our approach, we conducted experiments on the AI2THOR simulator and evaluated our algorithm on active perception, a prevalent task in embodied AI. The experimental results demonstrate the effectiveness of our method in successfully reconstructing all information from the data in 120 room layouts. Check our website for videos.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610832","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610832","","Training;Privacy;Active perception;Virtual environments;Reinforcement learning;Vectors;Servers","","3","","42","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"MAexp: A Generic Platform for RL-based Multi-Agent Exploration","S. Zhu; J. Zhou; A. Chen; M. Bai; J. Chen; J. Xu","College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China; College of Control Science and Engineering, Zhejiang University, Hangzhou, China",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5155","5161","The sim-to-real gap poses a significant challenge in RL-based multi-agent exploration due to scene quantization and action discretization. Existing platforms suffer from the inefficiency in sampling and the lack of diversity in Multi-Agent Reinforcement Learning (MARL) algorithms across different scenarios, restraining their widespread applications. To fill these gaps, we propose MAexp, a generic platform for multi-agent exploration that integrates a broad range of state-of-the-art MARL algorithms and representative scenarios. Moreover, we employ point clouds to represent our exploration scenarios, leading to high-fidelity environment mapping and a sampling speed approximately 40 times faster than existing platforms. Furthermore, equipped with an attention-based Multi-Agent Target Generator and a Single-Agent Motion Planner, MAexp can work with arbitrary numbers of agents and accommodate various types of robots. Extensive experiments are conducted to establish the first benchmark featuring several high-performance MARL algorithms across typical scenarios for robots with continuous actions, which highlights the distinct strengths of each algorithm in different scenarios.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10611573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10611573","","Point cloud compression;Quantization (signal);Reinforcement learning;Benchmark testing;Approximation algorithms;Generators;Topology","","8","","33","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Improving Offline Reinforcement Learning with Inaccurate Simulators","Y. Hou; H. Sun; J. Ma; F. Wu","School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5162","5168","Offline reinforcement learning (RL) provides a promising approach to avoid costly online interaction with the real environment. However, the performance of offline RL highly depends on the quality of the datasets, which may cause extrapolation error in the learning process. In many robotic applications, an inaccurate simulator is often available. However, the data directly collected from the inaccurate simulator cannot be directly used in offline RL due to the well-known exploration-exploitation dilemma and the dynamic gap between inaccurate simulation and the real environment. To address these issues, we propose a novel approach to combine the offline dataset and the inaccurate simulation data in a better manner. Specifically, we pre-train a generative adversarial network (GAN) model to fit the state distribution of the offline dataset. Given this, we collect data from the inaccurate simulator starting from the distribution provided by the generator and reweight the simulated data using the discriminator. Our experimental results in the D4RL benchmark and a real-world manipulation task confirm that our method can benefit more from both inaccurate simulator and limited offline datasets to achieve better performance than the state-of-the-art methods.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610833","National Natural Science Foundation of China; Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610833","","Extrapolation;Estimation;Reinforcement learning;Benchmark testing;Generative adversarial networks;Generators;Hybrid power systems","","3","","42","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"REFORMA: Robust REinFORceMent Learning via Adaptive Adversary for Drones Flying under Disturbances","H. -L. Hsu; H. Meng; S. Luo; J. Dong; V. Tarokh; M. Pajic","Department of Computer Science, Duke University, Durham, NC, USA; Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA; Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA; Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA; Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA; Department of Computer Science, Duke University, Durham, NC, USA",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5169","5175","In this work, we introduce REFORMA, a novel robust reinforcement learning (RL) approach to design controllers for unmanned aerial vehicles (UAVs) robust to unknown disturbances during flights. These disturbances, typically due to wind turbulence, electromagnetic interference, temperature extremes and many other external physical interference, are highly dynamic and difficult to model. REFORMA can perform a real-time online adaptation to these disturbances and generate appropriate velocity actions as countermeasures to stabilize the drone. REFORMA consists of two components: a base policy trained completely in simulation using model-free RL and an adaptation module trained via supervised learning with on-policy datasets. By varying the disturbance strength in an adaptation module, i.e., adopting adaptive adversary, the policy is then able to handle extreme cases when the velocity of the drone is immediately affected by disturbances. Finally, we demonstrate the effectiveness of our method through extensive simulated experiments. To the best of our knowledge, REFORMA is the first robust RL approach that uses adaptive adversaries to tackle uncertain disturbances in drone tasks.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10611002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10611002","","Adaptation models;Supervised learning;Electromagnetic interference;Reinforcement learning;Autonomous aerial vehicles;Real-time systems;Vehicle dynamics","","5","","41","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
"Brain-Inspired Hyperdimensional Computing in the Wild: Lightweight Symbolic Learning for Sensorimotor Controls of Wheeled Robots","H. Kwon; K. Kim; J. Lee; H. Lee; J. Kim; J. Kim; T. Kim; Y. Kim; Y. Ni; M. Imani; I. Suh; Y. Kim","Department of Artificial Intelligence, DGIST, Daegu, South Korea; Department of Artificial Intelligence, DGIST, Daegu, South Korea; Department of Electrical Engineering and Computer Science, DGIST, Daegu, South Korea; Department of Electrical Engineering and Computer Science, DGIST, Daegu, South Korea; Department of Electrical Engineering and Computer Science, DGIST, Daegu, South Korea; COGA-ROBOTICS, Seoul, South Korea; COGA-ROBOTICS, Seoul, South Korea; COGA-ROBOTICS, Seoul, South Korea; Department of Computer Science, University of California, Irvine, CA, United States of America; Department of Computer Science, University of California, Irvine, CA, United States of America; COGA-ROBOTICS, Seoul, South Korea; Department of Artificial Intelligence, DGIST, Daegu, South Korea",2024 IEEE International Conference on Robotics and Automation (ICRA),"8 Aug 2024","2024","","","5176","5182","Efficiency and performance are significant challenges in applying Machine Learning (ML) to robotics, especially in energy-constrained real-world scenarios. In this context, Hyperdimensional Computing offers an energy-efficient alternative but has been underexplored in robotics. We introduce ReactHD, an HDC-based framework tailored for perception-action-based learning for sensorimotor controls of robot tasks. ReactHD employs hypervectors to encode sensory inputs and learn the suitable high-dimensional pattern for robot actions. It also integrates two HD-based lightweight symbolic learning techniques: HDC-based supervised learning by demonstration (HDC-IL) and HD-Reinforcement Learning (HDC-RL) to enable precise, reactive robot behaviors in complex environments. Our empirical evaluations show that ReactHD achieves robust and accurate learning outcomes comparable to state-of-the-art deep learning while substantially improving the performance and energy consumption efficiency by 14.2× and 15.3×. To the best of our knowledge, ReactHD is the first HDC-based framework deployed in real-world settings.","","979-8-3503-8457-4","10.1109/ICRA57147.2024.10610176","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10610176","","Energy consumption;Accuracy;Laser radar;Supervised learning;Robot sensing systems;Energy efficiency;Encoding","","7","","23","IEEE","8 Aug 2024","13-17 May 2024","13-17 May 2024","IEEE","IEEE Conferences"
