"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Extraneousness-Aware Imitation Learning","R. C. Zheng; K. Hu; Z. Yuan; B. Chen; H. Xu",Shanghai Qi Zhi Institute; Shanghai Qi Zhi Institute; Shanghai Qi Zhi Institute; Massachusetts Institute of Technology; Tsinghua University,2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","2973","2979","Visual imitation learning provides an effective framework to learn skills from demonstrations. However, the quality of the provided demonstrations usually significantly affects the ability of an agent to acquire desired skills. Therefore, the standard visual imitation learning assumes near-optimal demonstrations, which are expensive or sometimes prohibitive to collect. Previous works propose to learn from noisy demonstrations; however, the noise is usually assumed to follow a context-independent distribution such as a uniform or gaussian distribution. In this paper, we consider another crucial yet underexplored setting - imitation learning with task-irrelevant yet locally consistent segments in the demonstrations (e.g., wiping sweat while cutting potatoes in a cooking tutorial). We argue that such noise is common in real world data and term them as “extraneous” segments. To tackle this problem, we introduce Extraneousness-Aware Imitation Learning (EIL), a self-supervised approach that learns visuomotor policies from third-person demonstrations with extraneous subsequences. EIL learns action-conditioned observation embeddings in a self-supervised manner and retrieves task-relevant observations across visual demonstrations while excluding the extraneous ones. Experimental results show that EIL outperforms strong baselines and achieves comparable policies to those trained with perfect demonstration on both simulated and real-world robot control tasks. The project page can be found here: https://sites.google.com/view/eil-website.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10161521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10161521","","Visualization;Automation;Robot control;Tutorials;Gaussian distribution;Noise measurement;Task analysis","","","","47","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Just Round: Quantized Observation Spaces Enable Memory Efficient Learning of Dynamic Locomotion","L. Grossman; B. Plancher","Berkshire Grey, Bedford, MA, USA; Barnard College, Columbia University, New York, NY, USA",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3002","3007","Deep reinforcement learning (DRL) is one of the most powerful tools for synthesizing complex robotic behaviors. But training DRL models is incredibly compute and memory intensive, requiring large training datasets and replay buffers to achieve performant results. This poses a challenge for the next generation of field robots that will need to learn on the edge to adapt to their environment. In this paper, we begin to address this issue through observation space quantization. We evaluate our approach using four simulated robot locomotion tasks and two state-of-the-art DRL algorithms, the on-policy Proximal Policy Optimization (PPO) and off-policy Soft Actor-Critic (SAC) and find that observation space quantization reduces overall memory costs by as much as $4.2\times$ without impacting learning performance.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160293","","Training;Deep learning;Quantization (signal);Heuristic algorithms;Memory management;Reinforcement learning;Task analysis","","7","","44","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Causal Inference for De-biasing Motion Estimation from Robotic Observational Data","J. Xu; K. Yin; J. M. Gregory; L. Liu","Luddy School of Informatics, Computing, and Engineering at Indiana University, Bloomington, IN, USA; Expedia Group.; U.S. Army Research Laboratory, Adelphi, MD; Luddy School of Informatics, Computing, and Engineering at Indiana University, Bloomington, IN, USA",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3008","3014","Robot data collected in complex real-world scenarios are often biased due to safety concerns, human preferences, and mission or platform constraints. Consequently, robot learning from such observational data poses great challenges for accurate parameter estimation. We propose a principled causal inference framework for robots to learn the parameters of a stochastic motion model using observational data. Specifically, we leverage the de-biasing functionality of the potential-outcome causal inference framework, the Inverse Propensity Weighting (IPW), and the Doubly Robust (DR) methods, to obtain a better parameter estimation of the robot's stochastic motion model. The IPW is a re-weighting approach to ensure unbiased estimation, and the DR approach further combines any two estimators to strengthen the unbiased result even if one of these estimators is biased. We then develop an approximate policy iteration algorithm using the bias-eliminated estimated state transition function. We validate our framework using both simulation and real-world experiments, and the results have revealed that the proposed causal inference-based navigation and control framework can correctly and efficiently learn the parameters from biased observational data.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160311","","Navigation;Computational modeling;Motion estimation;Stochastic processes;Estimation;Data models;Robot learning","","3","","44","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Active Predictive Coding: Brain-Inspired Reinforcement Learning for Sparse Reward Robotic Control Problems","A. Ororbia; A. Mali","Department of Computer Science, Rochester Institute of Technology, Rochester, NY, USA; Department of Computer Science and Engineering, University of South Florida, Tampa, FL, USA",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3015","3021","In this article, we propose a backpropagation-free approach to robotic control through the neuro-cognitive computational framework of neural generative coding (NGC), designing an agent completely built from predictive processing circuits that facilitate dynamic, online learning from sparse rewards, embodying the principles of planning-as-inference. Concretely, we craft an adaptive agent system, which we call active predictive coding (ActPC), that balances an internally-generated epistemic signal (meant to encourage intelligent exploration) with an internally-generated instrumental signal (meant to encourage goal-seeking behavior) to learn how to control various simulated robotic systems as well as a complex robotic arm using a realistic simulator, i.e., the Surreal Robotics Suite, for the block lifting task and the can pick-and-place problem. Notably, our results demonstrate that the proposed ActPC agent performs well in the face of sparse (extrinsic) reward signals and is competitive with or outperforms several powerful backpropagation-based reinforcement learning approaches.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160530","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160530","","Automation;Instruments;Process control;Reinforcement learning;Predictive coding;Manipulators;Encoding","","5","","34","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Generating Stable and Collision-Free Policies through Lyapunov Function Learning","A. Coulombe; H. -C. Lin","Department of Electrical and Computer Engineering, McGill University, Canada; Department of Electrical and Computer Engineering, School of Computer Science, McGill University, Canada",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3037","3043","The need for rapid and reliable robot deployment is on the rise. Imitation Learning (IL) has become popular for producing motion planning policies from a set of demonstrations. However, many methods in IL are not guaranteed to produce stable policies. The generated policy may not converge to the robot target, reducing reliability, and may collide with its environment, reducing the safety of the system. Stable Estimator of Dynamic Systems (SEDS) produces stable policies by constraining the Lyapunov stability criteria during learning, but the Lyapunov candidate function had to be manually selected. In this work, we propose a novel method for learning a Lyapunov function and a collision-free policy using a single neural network model. The method can be equipped with an obstacle avoidance module for convex object pairs to guarantee no collisions. We demonstrated our method is capable of finding policies in several simulation environments and transfer to a real-world scenario.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160494","Imitation Learning;Lyapunov stability;Obstacle Avoidance;Motion Planning;Neural networks","Automation;Neural networks;Safety;Planning;Reliability;Dynamical systems;Collision avoidance","","5","","25","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Throwing Objects into A Moving Basket While Avoiding Obstacles","H. Kasaei; M. Kasaei","Department of Artificial Intelligence, Faculty of Science and Engineering, Bernoulli Institute, University of Groningen, The Netherlands; School of Informatics, University of Edinburgh, UK",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3051","3057","The capabilities of a robot will be increased significantly by exploiting throwing behavior. In particular, throwing will enable robots to rapidly place the object into the target basket, located outside its feasible kinematic space, without traveling to the desired location. In previous approaches, the robot often learned a parameterized throwing kernel through analytical approaches, imitation learning, or hand-coding. There are many situations in which such approaches do not work/generalize well due to various object shapes, heterogeneous mass distribution, and also obstacles that might be presented in the environment. It is obvious that a method is needed to modulate the throwing kernel through its meta-parameters. In this paper, we tackle object throwing problem through a deep reinforcement learning approach that enables robots to precisely throw objects into a moving basket while there is an obstacle obstructing the path. To the best of our knowledge, we are the first group that addresses throwing objects with obstacle avoidance. Such a throwing skill not only increases the physical reachability of a robotic arm but also improves the execution time. In particular, the robot detects the pose of the target object, basket, and obstacle at each time step, predicts the proper grasp configuration for the target object, and then infers appropriate parameters to throw the object into the basket. Due to safety constraints, we develop a simulation environment in Gazebo to train the robot and then use the learned policy in real-robot directly. To assess the performers of the proposed approach, we perform extensive sets of experiments in both simulation and real-robot in three scenarios. Experimental results showed that the robot could precisely throw a target object into the basket outside its kinematic range and generalize well to new locations and objects without colliding with obstacles. The video of our experiments can be found at https://youtu.be/VmIFF__c_84.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160215","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160215","","Shape;Tactile sensors;Kinematics;Reinforcement learning;Manipulators;Space exploration;Safety","","13","","22","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"AIMY: An Open-source Table Tennis Ball Launcher for Versatile and High-fidelity Trajectory Generation","A. Dittrich; J. Schneider; S. Guist; N. Gürtler; H. Ott; T. Steinbrenner; B. Schölkopf; D. Büchler","MPI for Intelligent Systems, Tübingen, Germany; MPI for Intelligent Systems, Tübingen, Germany; MPI for Intelligent Systems, Tübingen, Germany; MPI for Intelligent Systems, Tübingen, Germany; MPI for Intelligent Systems, Tübingen, Germany; MPI for Intelligent Systems, Tübingen, Germany; MPI for Intelligent Systems, Tübingen, Germany; MPI for Intelligent Systems, Tübingen, Germany",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3058","3064","To approach the level of advanced human players in table tennis with robots, generating varied ball trajectories in a reproducible and controlled manner is essential. Current ball launchers used in robot table tennis either do not provide an interface for automatic control or are limited in their capabilities to adapt speed, direction, and spin of the ball. For these reasons, we present AIMY, a three-wheeled open-hardware and open-source table tennis ball launcher, which can generate ball speeds and spins of up to 15.4ms−1 and 192.0s−1, respectively, which are comparable to advanced human players. The wheel speeds, launch orientation and time can be fully controlled via an open Ethernet or Wi-Fi interface. We provide a detailed overview of the core design features, and open-source the software to encourage distribution and duplication within and beyond the robot table tennis research community. We also extensively evaluate the ball launcher's accuracy for different system settings and learn to launch a ball to desired locations. With this ball launcher, we enable long-duration training of robot table tennis approaches where the complexity of the ball trajectory can be automatically adjusted, enabling large-scale real-world online reinforcement learning for table tennis robots.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160336","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160336","","Training;Sports equipment;Wheels;Reinforcement learning;Software;Trajectory;Robots","","5","","22","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Deep Reinforcement Learning Based Tracking Control of an Autonomous Surface Vessel in Natural Waters","W. Wang; X. Cao; A. Gonzalez-Garcia; L. Yin; N. Hagemann; Y. Qiao; C. Ratti; D. Rus","Computer Science and Artificial Intelligence Lab (CSAIL), Massachusetts Institute of Technology, Cambridge, MA, USA; Intelligent Perception and Computing Research Center, School of Artificial Intelligence, Beijing University of Posts and Telecommunications (BUPT), Beijing, China; SENSEable City Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Computer Science and Artificial Intelligence Lab (CSAIL), Massachusetts Institute of Technology, Cambridge, MA, USA; SENSEable City Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; SENSEable City Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; SENSEable City Laboratory, Massachusetts Institute of Technology, Cambridge, MA, USA; Computer Science and Artificial Intelligence Lab (CSAIL), Massachusetts Institute of Technology, Cambridge, MA, USA",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3109","3115","Accurate control of autonomous marine robots still poses challenges due to the complex dynamics of the environment. In this paper, we propose a Deep Reinforcement Learning (DRL) approach to train a controller for autonomous surface vessel (ASV) trajectory tracking and compare its performance with an advanced nonlinear model predictive controller (NMPC) in real environments. Taking into account environmental disturbances (e.g., wind, waves, and currents), noisy measurements, and non-ideal actuators presented in the physical ASV, several effective reward functions for DRL tracking control policies are carefully designed. The control policies were trained in a simulation environment with diverse tracking trajectories and disturbances. The performance of the DRL controller has been verified and compared with the NMPC in both simulations with model-based environmental disturbances and in natural waters. Simulations show that the DRL controller has 53.33% lower tracking error than that of NMPC. Experimental results further show that, compared to NMPC, the DRL controller has 35.51% lower tracking error, indicating that DRL controllers offer better disturbance rejection in river environments than NMPC.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160858","Knut and Alice Wallenberg Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160858","","Deep learning;Trajectory tracking;Surface waves;Current measurement;Reinforcement learning;Predictive models;Trajectory","","17","","38","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"MPOGames: Efficient Multimodal Partially Observable Dynamic Games","O. So; P. Drews; T. Balch; V. Dimitrov; G. Rosman; E. A. Theodorou",Georgia Institute of Technology; Toyota Research Institute; Toyota Research Institute; Toyota Research Institute; Toyota Research Institute; Georgia Institute of Technology,2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3189","3196","Game theoretic methods have become popular for planning and prediction in situations involving rich multi-agent interactions. However, these methods often assume the existence of a single local Nash equilibria and are hence unable to handle uncertainty in the intentions of different agents. While maximum entropy (MaxEnt) dynamic games try to address this issue, practical approaches solve for MaxEnt Nash equilibria using linear-quadratic approximations which are restricted to unimodal responses and unsuitable for scenarios with multiple local Nash equilibria. By reformulating the problem as a POMDP, we propose MPOGames, a method for efficiently solving MaxEnt dynamic games that captures the interactions between local Nash equilibria. We show the importance of uncertainty-aware game theoretic methods via a two-agent merge case study. Finally, we prove the real-time capabilities of our approach with hardware experiments on a 1/10th scale car platform.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160342","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160342","","Uncertainty;Automation;Games;Real-time systems;Hardware;Entropy;Planning","","8","","46","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Event-Triggered Optimal Formation Tracking Control Using Reinforcement Learning for Large-Scale UAV Systems","Z. Yan; L. Han; X. Li; J. Li; Z. Ren","Sino-French Engineer School, Beihang University, Beijing, China; Sino-French Engineer School, Beihang University, Beijing, China; Sino-French Engineer School, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, China",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3233","3239","Large-scale UAV switching formation tracking control has been widely applied in many fields such as search and rescue, cooperative transportation, and UAV light shows. In order to optimize the control performance and reduce the computational burden of the system, this study proposes an event-triggered optimal formation tracking controller for discrete-time large-scale UAV systems (UASs). And an optimal decision - optimal control framework is completed by introducing the Hungarian algorithm and actor-critic neural networks (NNs) implementation. Finally, a large-scale mixed reality experimental platform is built to verify the effectiveness of the proposed algorithm, which includes large-scale virtual UAV nodes and limited physical UAV nodes. This compensates for the limitations of the experimental field and equipment in real-world scenario, ensures the experimental safety, significantly reduces the experimental cost, and is suitable for realizing large-scale UAV formation light shows.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160532","National Natural Science Foundation of China(grant numbers:61803014,61873011); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160532","","Costs;Heuristic algorithms;Transportation;Optimal control;Mixed reality;Switches;Artificial neural networks","","5","","25","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Multi-Target Pursuit by a Decentralized Heterogeneous UAV Swarm using Deep Multi-Agent Reinforcement Learning","M. Kouzeghar; Y. Song; M. Meghjani; R. Bouffanais","Singapore University of Technology and Design, Singapore; Singapore University of Technology and Design, Singapore; Singapore University of Technology and Design, Singapore; University of Ottawa, Canada",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3289","3295","Multi-agent pursuit-evasion tasks involving intelligent targets are notoriously challenging coordination problems. In this paper, we investigate new ways to learn such coordinated behaviors of unmanned aerial vehicles (UAVs) aimed at keeping track of multiple evasive targets. Within a Multi-Agent Reinforcement Learning (MARL) framework, we specifically propose a variant of the Multi-Agent Deep Deterministic Policy Gradient (MADDPG) method. Our approach addresses multi-target pursuit-evasion scenarios within non-stationary and unknown environments with random obstacles. In addition, given the critical role played by collective exploration in terms of detecting possible targets, we implement heterogeneous roles for the pursuers for enhanced exploratory actions balanced by exploitation (i.e. tracking) of previously identified targets. Our proposed role-based MADDPG algorithm is not only able to track multiple targets, but also is able to explore for possible targets by means of the proposed Voronoi-based rewarding policy. We implemented, tested and validated our approach in a simulation environment prior to deploying a real-world multi-robot system comprising of Crazyflie drones. Our results demonstrate that a multi-agent pursuit team has the ability to learn highly efficient coordinated control policies in terms of target tracking and exploration even when confronted with multiple fast evasive targets in complex environments.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160919","National Research Foundation Singapore(grant numbers:AISG2-RP-2020-016); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160919","","Target tracking;Automation;Reinforcement learning;Autonomous aerial vehicles;Behavioral sciences;Multi-robot systems;Task analysis","","59","","36","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Inverted Landing in a Small Aerial Robot via Deep Reinforcement Learning for Triggering and Control of Rotational Maneuvers","B. Habas; J. W. Langelaan; B. Cheng","Department of Mechanical Engineering, Biological and Robotic Intelligent Fluid Locomotion Lab, The Pennsylvania State University, University Park, PA, USA; Department of Aerospace Engineering, Air Vehicle Intelligence and Autonomy Lab, The Pennsylvania State University, PA, USA; Department of Mechanical Engineering, Biological and Robotic Intelligent Fluid Locomotion Lab, The Pennsylvania State University, University Park, PA, USA",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3368","3375","Inverted landing in a rapid and robust manner is a challenging feat for aerial robots, especially while depending entirely on onboard sensing and computation. In spite of this, this feat is routinely performed by biological fliers such as bats, flies, and bees. Our previous work has identified a direct causal connection between a series of onboard visual cues and kinematic actions that allow for reliable execution of this challenging aerobatic maneuver in small aerial robots. In this work, we utilized Deep Reinforcement Learning and a physics-based simulation to obtain a general, optimal control policy for robust inverted landing starting from any arbitrary approach condition. This optimized control policy provides a computationally-efficient mapping from the system's emulated observational space to its motor command action space, including both triggering and control of rotational maneuvers. This was accomplished by training the system over a large range of approach flight velocities that varied with magnitude and direction. Next, we performed a sim-to-real transfer and experimental validation of the learned policy via domain randomization, by varying the robot's inertial parameters in the simulation. Through experimental trials, we identified several dominant factors which greatly improved landing robustness and the primary mechanisms that determined inverted landing success. We expect the reinforcement learning framework developed in this study can be generalized to solve more challenging tasks, such as utilizing noisy onboard sensory data, landing on surfaces of various orientations, or landing on dynamically-moving surfaces.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160376","National Science Foundation(grant numbers:IIS-1815519,CMMI-1554429); Department of Defense (DoD); National Defense Science & Engineering Graduate (NDSEG); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160376","","Deep learning;Training;Visualization;Reinforcement learning;Aerospace electronics;Autonomous aerial vehicles;Robot sensing systems","","4","","34","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"D2CoPlan: A Differentiable Decentralized Planner for Multi-Robot Coverage","V. D. Sharma; L. Zhou; P. Tokekar","Dept. of Computer Science, University of Maryland, College Park, MD, USA; Dept. of Electrical and Computer Engineering, Drexel University, Philadelphia, PA, USA; Dept. of Computer Science, University of Maryland, College Park, MD, USA",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3425","3431","Centralized approaches for multi-robot coverage planning problems suffer from the lack of scalability. Learning-based distributed algorithms provide a scalable avenue in addition to bringing data-oriented feature generation capabilities to the table, allowing integration with other learning-based approaches. To this end, we present a learning-based, differentiable distributed coverage planner (D2CoPLAN) which scales efficiently in runtime and number of agents compared to the expert algorithm, and performs on par with the classical distributed algorithm. In addition, we show that D2CoPLANcan be seamlessly combined with other learning methods to learn end-to-end, resulting in a better solution than the individually trained modules, opening doors to further research for tasks that remain elusive with classical methods.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160341","National Science Foundation(grant numbers:1943368); ONR(grant numbers:N00014-18-1-2829); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160341","","Training;Learning systems;Runtime;Scalability;Robot kinematics;Reinforcement learning;Prediction algorithms","","14","","19","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Environment Optimization for Multi-Agent Navigation","Z. Gao; A. Prorok","Department of Computer Science and Technology, University of Cambridge, England; Department of Computer Science and Technology, University of Cambridge, England",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3440","3446","Traditional approaches to the design of multiagent navigation algorithms consider the environment as a fixed constraint, despite the obvious influence of spatial constraints on agents' performance. Yet hand-designing improved environment layouts and structures is inefficient and potentially expensive. The goal of this paper is to consider the environment as a decision variable in a system-level optimization problem, where both agent performance and environment cost can be accounted for. We begin by proposing a novel environment optimization problem. We show, through formal proofs, under which conditions the environment can change while guaranteeing completeness (i.e., all agents reach their navigation goals). Our solution leverages a model-free reinforcement learning approach. In order to accommodate a broad range of implementation scenarios, we include both online and offline optimization, and both discrete and continuous environment representations. Numerical results corroborate our theoretical findings and validate our approach.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160813","European Research Council(grant numbers:949940); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160813","","Learning systems;Costs;Navigation;Layout;Reinforcement learning;Information processing;Numerical models","","7","","36","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Communication-Critical Planning via Multi-Agent Trajectory Exchange","N. M. Glaser; Z. Kira",Georgia Institute of Technology; Georgia Institute of Technology,2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3468","3475","This paper addresses the task of joint multi-agent perception and planning, especially as it relates to the real-world challenge of collision-free navigation for connected self-driving vehicles. For this task, several communication-enabled vehicles must navigate through a busy intersection while avoiding collisions with each other and with obstacles. To this end, this paper proposes a learnable costmap-based planning mechanism, given raw perceptual data, that is (1) distributed, (2) uncertainty-aware, and (3) bandwidth-efficient. Our method produces a costmap and uncertainty-aware entropy map to sort and fuse candidate trajectories as evaluated across multiple-agents. The proposed method demonstrates several favorable performance trends on a suite of open-source overhead datasets as well as within a novel communication-critical simulator. It produces accurate semantic occupancy forecasts as an intermediate perception output, attaining a 72.5% average pixel-wise classification accuracy. By selecting the top trajectory, the multi-agent method scales well with the number of agents, reducing the hard collision rate by up to 57% with eight agents compared to the single-agent version.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160880","ONR(grant numbers:N00014-18-1-2829); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160880","","Navigation;Fuses;Semantics;Distributed databases;Robot sensing systems;Market research;Entropy","","4","","35","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Balancing Efficiency and Unpredictability in Multi-robot Patrolling: A MARL-Based Approach","L. Guo; H. Pan; X. Duan; J. He","Department of Civil Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Automation, Shanghai Jiao Tong University, Shanghai, China; Department of Automation, Shanghai Jiao Tong University, Shanghai, China; Department of Automation, Shanghai Jiao Tong University, Shanghai, China",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3504","3509","Patrolling with multiple robots is a challenging task. While the robots collaboratively and repeatedly cover the regions of interest in the environment, their routes should satisfy two often conflicting properties: i) (efficiency) the time intervals between two consecutive visits to the regions are small; ii) (unpredictability) the patrolling trajectories are random and unpredictable. We manage to strike a balance between the two goals by i) recasting the original patrolling problem as a Graph Deep Learning problem; ii) directly solving this problem on the graph in the framework of cooperative multi-agent reinforcement learning. Treating the decisions of a team of agents as a sequence input, our model outputs the agents' actions in order by an autoregressive mechanism. Extensive simulation studies show that our approach has comparable performance with existing algorithms in terms of efficiency and outperforms them in terms of unpredictability. To our knowledge, this is the first work that successfully solves the patrolling problem with reinforcement learning on a graph.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10160923","Shanghai Pujiang Program(grant numbers:22PJ1404900); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10160923","","Deep learning;Automation;Neural networks;Reinforcement learning;Trajectory;Task analysis;Robots","","13","","32","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
"Traffic-Aware Autonomous Driving with Differentiable Traffic Simulation","L. Zheng; S. Son; M. C. Lin","Department of Computer Science, University of Mary-land, College Park, MD, U.S.A.; Department of Computer Science, University of Mary-land, College Park, MD, U.S.A.; Department of Computer Science, University of Mary-land, College Park, MD, U.S.A.",2023 IEEE International Conference on Robotics and Automation (ICRA),"4 Jul 2023","2023","","","3517","3523","While there have been advancements in autonomous driving control and traffic simulation, there have been little to no works exploring their unification with deep learning. Works in both areas seem to focus on entirely different exclusive problems, yet traffic and driving are inherently related in the real world. In this paper, we present Traffic-Aware Autonomous Driving (TrAAD), a generalizable distillation-style method for traffic-informed imitation learning that directly optimizes for faster traffic flow and lower energy consumption. TrAAD focuses on the supervision of speed control in imitation learning systems, as most driving research focuses on perception and steering. Moreover, our method addresses the lack of co-simulation between traffic and driving simulators and provides a basis for directly involving traffic simulation with autonomous driving in future work. Our results show that, with information from traffic simulation involved in the supervision of imitation learning methods, an autonomous vehicle can learn how to accelerate in a fashion that is beneficial for traffic flow and overall energy consumption for all nearby vehicles.","","979-8-3503-2365-8","10.1109/ICRA48891.2023.10161408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10161408","","Learning systems;Deep learning;Energy consumption;Automation;Velocity control;Traffic control;Autonomous vehicles","","4","","41","IEEE","4 Jul 2023","29 May-2 June 2023","29 May-2 June 2023","IEEE","IEEE Conferences"
