"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Domain Randomization-free Sim-to-Real : An Attention-Augmented Memory Approach for Robotic Tasks","J. Qu; S. Otsubo; T. Yamanokuchi; T. Matsubara; S. Miwa","Advanced Technology R&D Center, Mitsubishi Electric Corporation, Hyogo, Japan; Advanced Technology R&D Center, Mitsubishi Electric Corporation, Hyogo, Japan; Graduate School of Information Science, Nara Institute of Science and Technology (NAIST), Nara, Japan; Graduate School of Information Science, Nara Institute of Science and Technology (NAIST), Nara, Japan; Advanced Technology R&D Center, Mitsubishi Electric Corporation, Hyogo, Japan",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5056","5063","The sim-to-real gap, a long-standing challenge in the field of robotics, has garnered significant attention. Essentially, it is important to learn robust representation models that can be seamlessly applied in both simulation and real world. Traditional approaches like domain randomization have demonstrated success in zero-short setting, by creating representations that are resilient and adaptable through the augmentation of diversity within simulations. However, they suffer from the need for extensive training across a range of parameter variances, and dependency on heuristic approaches. In this work, we present a novel reinforcement learning architecture named Soft Attention-Augmented Actor-Critic (Soft3AC) for sim-to-real robotic tasks without the need for heuristic domain randomization. Our approach achieves the learning of semantically task-relevant feature representations that exhibit resilience against appearance gaps. This is realized by employing an architectural design that separates current perceptions from historical perceptions in memory, fostering abstract spatial-temporal understanding. Simultaneously, the introduction of an attention mechanism enables a more contextual processing. We validated our method through conducting a valve rotation task with a robotic hand, under both sim-to-sim and sim-to-real conditions. The results indicate that our model adeptly bridges the appearance gap observed in sim-to-sim and sim-to-real transfers. Our method demonstrated its ability to be deployed directly into the real world in a domain randomization free zero-shot manner.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10801944","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801944","","Hands;Bridges;Training;Adaptation models;Attention mechanisms;Reinforcement learning;Valves;Data models;Robots;Resilience","","","","25","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"MPGNet: Learning Move-Push-Grasping Synergy for Target-Oriented Grasping in Occluded Scenes","D. Li; C. Zhao; S. Yang; R. Song; X. Li; W. Zhang","School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5064","5071","This paper focuses on target-oriented grasping in occluded scenes, where the target object is specified by a binary mask and the goal is to grasp the target object with as few robotic manipulations as possible. Most existing methods rely on a push-grasping synergy to complete this task. To deliver a more powerful target-oriented grasping pipeline, we present MPGNet, a three-branch network for learning a synergy between moving, pushing, and grasping actions. We also propose a multi-stage training strategy to train the MPGNet which contains three policy networks corresponding to the three actions. The effectiveness of our method is demonstrated via both simulated and real-world experiments. Video of the real-world experiments is at https://youtu.be/S_QKZqkh0w8.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802784","National Natural Science Foundation of China; Research and Development; National Natural Science Foundation of China; Young Scientists Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802784","","Training;Knowledge engineering;Robot kinematics;Pipelines;Grasping;Intelligent robots","","3","","23","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Reward-Driven Automated Curriculum Learning for Interaction-Aware Self-Driving at Unsignalized Intersections","Z. Peng; X. Zhou; L. Zheng; Y. Wang; J. Ma","Robotics and Autonomous Systems Thrust, The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China; Robotics and Autonomous Systems Thrust, The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China; Robotics and Autonomous Systems Thrust, The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China; Robotics and Autonomous Systems Thrust, The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China; Robotics and Autonomous Systems Thrust, The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5088","5095","In this work, we present a reward-driven automated curriculum reinforcement learning approach for interaction-aware self-driving at unsignalized intersections, taking into account the uncertainties associated with surrounding vehicles (SVs). These uncertainties encompass the uncertainty of SVs’ driving intention and also the quantity of SVs. To deal with this problem, the curriculum set is specifically designed to accommodate a progressively increasing number of SVs. By implementing an automated curriculum selection mechanism, the importance weights are rationally allocated across various curricula, thereby facilitating improved sample efficiency and training outcomes. Furthermore, the reward function is meticulously designed to guide the agent towards effective policy exploration. Thus the proposed framework could proactively address the above uncertainties at unsignalized intersections by employing the automated curriculum learning technique that progressively increases task difficulty, and this ensures safe self-driving through effective interaction with SVs. Comparative experiments are conducted in Highway_Env, and the results indicate that our approach achieves the highest task success rate, attains strong robustness to initialization parameters of the curriculum selection module, and exhibits superior adaptability to diverse situational configurations at unsignalized intersections. Furthermore, the effectiveness of the proposed method is validated using the high-fidelity CARLA simulator.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10801582","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801582","","Training;Uncertainty;Reinforcement learning;Robustness;Timing;Resource management;Intelligent robots;Autonomous vehicles","","5","","29","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"JUICER: Data-Efficient Imitation Learning for Robotic Assembly","L. Ankile; A. Simeonov; I. Shenfeld; P. Agrawal",Harvard University; Massachusetts Institute of Technology; Massachusetts Institute of Technology; Massachusetts Institute of Technology,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5096","5103","While learning from demonstrations is powerful for acquiring visuomotor policies, high-performance imitation without large demonstration datasets remains challenging for tasks requiring precise, long-horizon manipulation. This paper proposes a pipeline for improving imitation learning performance with a small human demonstration budget. We apply our approach to assembly tasks that require precisely grasping, reorienting, and inserting multiple parts over long horizons and multiple task phases. Our pipeline combines expressive policy architectures and various techniques for dataset expansion and simulation-based data augmentation. These help expand dataset support and supervise the model with locally corrective actions near bottleneck regions requiring high precision. We demonstrate our pipeline on four furniture assembly tasks in simulation, enabling a manipulator to assemble up to five parts over nearly 2500 time steps directly from RGB images, outperforming imitation and data augmentation baselines. Project website: https://imitation-juicer.github.io/.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802498","Sony; Harvard University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802498","","Robotic assembly;Imitation learning;Pipelines;Grasping;Data augmentation;Manipulators;Assembly;Intelligent robots","","26","","69","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Efficient Tactile Sensing-based Learning from Limited Real-world Demonstrations for Dual-arm Fine Pinch-Grasp Skills","X. Mao; Y. Xu; R. Wen; M. Kasaei; W. Yu; E. Psomopoulou; N. F. Lepora; Z. Li","School of Informatics, University of Edinburgh, UK; School of Informatics, University of Edinburgh, UK; Touchlab Limited, Edinburgh, U.K.; School of Informatics, University of Edinburgh, UK; Oxford Robotics Institute, University of Oxford, UK; Department of Engineering Mathematics, University of Bristol, UK; Department of Engineering Mathematics, University of Bristol, UK; Department of Computer Science, University College London, UK",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5112","5119","Imitation learning for robot dexterous manipulation, especially with a real robot setup, typically requires a large number of demonstrations. In this paper, we present a data-efficient learning from demonstration framework which exploits the use of rich tactile sensing data and achieves fine bimanual pinch grasping. Specifically, we employ a convolutional autoencoder network that can effectively extract and encode high-dimensional tactile information. Further, we develop a framework that achieves efficient multi-sensor fusion for imitation learning, allowing the robot to learn contact-aware sensorimotor skills from demonstrations. The ablation studies on encoded tactile features highlighted the effectiveness of incorporating rich contact information, which enabled dexterous bimanual grasping with active contact searching. Extensive experiments demonstrated the robustness of the fine pinch grasp policy directly learned from few-shot demonstration, including grasping of the same object with different initial poses, generalizing to ten unseen new objects, robust and firm grasping against external pushes, as well as contact-aware and reactive re-grasping in case of dropping objects under very large perturbations. Furthermore, the saliency map analysis method is used to describe weight distribution across various modalities during pinch grasping, confirming the effectiveness of our framework at leveraging multimodal information. The video is available online at: https://youtu.be/BlzxGgiKfck.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802651","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802651","","Imitation learning;Perturbation methods;Autoencoders;Grasping;Robot sensing systems;Feature extraction;Robustness;Sensors;Data mining;Intelligent robots","","2","","32","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Beyond Success: Quantifying Demonstration Quality in Learning from Demonstration","M. Bilal; N. Lipovetzky; D. Oetomo; W. Johal","School of Computing and Information Systems, The University of Melbourne, Parkville, Victoria, Australia; School of Computing and Information Systems, The University of Melbourne, Parkville, Victoria, Australia; Department of Mechanical Engineering, The University of Melbourne, Parkville, Victoria, Australia; School of Computing and Information Systems, The University of Melbourne, Parkville, Victoria, Australia",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5120","5127","Learning from Demonstration (LfD) empowers novice users to teach robots daily life tasks without writing sophisticated code, thereby promoting the democratization of robotics. However, novice users often provide sub-optimal demonstrations, which can potentially impact the robot’s ability to efficiently learn and execute the tasks. Prior research has assessed the quality of demonstrations by evaluating the robot’s task performance; however, the approach remains insufficient to qualify individual demonstrations, leaving the reason for classifying demonstrations as high- or low-quality unknown. Therefore, this simulation-based study aims to quantify the quality of individual demonstration at each step by incorporating motion-related quality features such as manipulability and joint-space jerk. To assess the efficacy of these features, we initially evaluated the given demonstrations—taking into account each quality feature—to rank them from high- to low-quality. Subsequently, we investigated the impact of demonstration’s quality on task performance and the quality of task execution. In this pursuit, we trained a series of LfD models for distinct manipulation tasks: cube lifting and pick-and-place of soda can. Our results illustrate a strong correlation between ranked demonstrations and the quality of task execution. Interestingly, we observed that the quality features have a significant impact on task performance, particularly when the provided demonstrations exhibit diversity in terms of quality. Overall, this analysis enables quantifying the quality of individual demonstrations based on motion-related quality features, thus improving learning from demonstration.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802187","Australian Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802187","Learning from demonstration;quality of demonstration;quality of task execution;task performance","Training;Correlation coefficient;Iris;Correlation;Codes;Computational modeling;Writing;Intelligent robots","","6","","29","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"PP-TIL: Personalized Planning for Autonomous Driving with Instance-based Transfer Imitation Learning","F. Lin; Y. He; F. Yu","College of Computer Science and Software Engineering, Shenzhen University, P.R. China; College of Computer Science and Software Engineering, Shenzhen University, P.R. China; College of Computer Science and Software Engineering, Shenzhen University, P.R. China",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5136","5143","Personalized motion planning holds significant importance within urban automated driving, catering to the unique requirements of individual users. Nevertheless, prior endeavors have frequently encountered difficulties in simultaneously addressing two crucial aspects: personalized planning within intricate urban settings and enhancing planning performance through data utilization. The challenge arises from the expensive and limited nature of user data, coupled with the scene state space tending towards infinity. These factors contribute to overfitting and poor generalization problems during model training. Henceforth, we propose an instance-based transfer imitation learning approach. This method facilitates knowledge transfer from extensive expert domain data to the user domain, presenting a resolution to these issues. We initially train a pre-trained model using large-scale expert data. Subsequently, during the fine-tuning phase, we feed the batch data, which comprises expert and user data. Employing the inverse reinforcement learning technique, we extract the style feature distribution from user demonstrations, constructing the regularization term for the approximation of user style. In our experiments, we conducted extensive evaluations of the proposed method. Compared to the baseline methods, our approach mitigates the overfitting issue caused by sparse user data. Furthermore, we discovered that integrating the driving model with a differentiable nonlinear optimizer as a safety protection layer for end-to-end personalized fine-tuning results in superior planning performance. The code will be available at https://github.com/LinFunster/PP-TIL.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802818","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802818","","Training;Imitation learning;Measurement uncertainty;Reinforcement learning;Feature extraction;Planning;Trajectory;Protection;Knowledge transfer;Overfitting","","1","","34","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"SE(3) Linear Parameter Varying Dynamical Systems for Globally Asymptotically Stable End-Effector Control","S. Sun; N. Figueroa","Department of Mechanical Engineering, University of Pennsylvania, Philadelphia, PA, USA; Department of Mechanical Engineering, University of Pennsylvania, Philadelphia, PA, USA",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5152","5159","Linear Parameter Varying Dynamical Systems (LPV-DS) encode trajectories into an autonomous first-order DS that enables reactive responses to perturbations, while ensuring globally asymptotic stability at the target. However, the current LPV-DS framework is established on Euclidean data only and has not been applicable to broader robotic applications requiring pose control. In this paper we present an extension to the current LPV-DS framework, named Quaternion-DS, which efficiently learns a DS-based motion policy for orientation. Leveraging techniques from differential geometry and Riemannian statistics, our approach properly handles the non-Euclidean orientation data in quaternion space, enabling the integration with positional control, namely SE(3) LPV-DS, so that the synergistic behaviour within the full SE(3) pose is preserved. Through simulation and real robot experiments, we validate our method, demonstrating its ability to efficiently and accurately reproduce the original SE(3) trajectory while exhibiting strong robustness to perturbations in task space.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10801844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801844","","Training;Geometry;Robot kinematics;Quaternions;Perturbation methods;Aerospace electronics;Robustness;Trajectory;Dynamical systems;Intelligent robots","","5","","30","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Incremental Learning of Robotic Manipulation Tasks through Virtual Reality Demonstrations","G. Rauso; R. Caccavale; A. Finzi","Department of Electrical Engineering and Information Technology, University of Naples ""Federico II""; Department of Electrical Engineering and Information Technology, University of Naples ""Federico II""; Department of Electrical Engineering and Information Technology, University of Naples ""Federico II""",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5176","5181","We propose an incremental, modular, and extensible method for learning robotic manipulation tasks using a limited number of demonstrations provided in Virtual Reality, while assuming minimal prior information about the objects to be manipulated. The developed framework enables an incremental training process in which the operator first demonstrates specialized tasks to the robotic system, and subsequently more complex tasks, exploiting the skills learned during the previous phases. We illustrate and discuss the method at work considering picking tasks performed by manipulators equipped with multi-fingered sensorized hands. The experimental evaluation highlights the feasibility and advantage of the proposed method, particularly in terms of modularity, low number of demonstrations, and reliability of the trained system.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802774","","Hands;Training;Incremental learning;Virtual reality;Grasping;Robot sensing systems;Manipulators;Recording;Reliability;Intelligent robots","","1","","20","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Is a Simulation better than Teleoperation for Acquiring Human Manipulation Skill Data?","D. Kim; S. -S. Park; K. -H. Lee; D. Lee; J. -H. Ryu","Robotics Program, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Republic of Korea; Civil and Environmental Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Republic of Korea; Applied Science Research Institute, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Republic of Korea; Autonomous Systems, Technische Universitat Wien (TU Wien), Vienna, Austria; Civil and Environmental Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Republic of Korea",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5182","5188","This study explores the feasibility of using simulations as a better interface to collect human object manipulation skills for learning from demonstrations (LfD). Recently, numerous researchers have started introducing teleoperation systems to acquire human manipulation skills. However, capturing the subtle, force-involved interaction skills of humans in teleoperation is still challenging due to its inherent dynamic delays and feedback transparency. This research evaluates the effectiveness of demonstration data obtained through simulation versus teleoperation. To evaluate the efficacy of this approach, tasks such as plane cutting, tight peg-in-hole, and deformable pipe plugging were performed to assess the quality of demonstrations acquired. The experimental results highlight the effectiveness of demonstration through simulation in capturing the operator’s force-involved interaction skills. Simulation creates an environment similar to performing tasks with bare hands by minimising dynamic delays due to the exclusion of physical robots and effectively rendering high stiffness. As a result, the demonstration through simulation method has proven effective in extracting interaction data and capturing physical task performance skills.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10801865","Technology Development; Technology Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801865","","Hands;Dynamics;Rendering (computer graphics);Data models;Delays;Data mining;Intelligent robots","","3","","27","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Constrained Bootstrapped Learning for Few-Shot Robot Skill Adaptation","A. K. M. N. Haque; F. Sukkar; L. Tanz; M. G. Carmichael; T. Vidal-Calleja","Robotics Institute, University of Technology, Sydney, Australia; Robotics Institute, University of Technology, Sydney, Australia; Institute for Machine Tools and Industrial Management, Technical University of Munich, Munich, Germany; Robotics Institute, University of Technology, Sydney, Australia; Robotics Institute, University of Technology, Sydney, Australia",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5189","5194","In this paper, we propose a robot skill-learning method that facilitates fast adaption to new tasks online. Our method is based on a hybrid learning from demonstration and reinforcement learning approach, which seeds learning with a compact and structured skill model, leading to efficient and stable behaviours. To facilitate fast skill adaption, we propose a bootstrapped learning framework that learns a policy for adapting a skill model across a wide range of initial conditions in simulation. This policy is then used to bootstrap a refinement process that quickly adapts the learnt skill model to new initial conditions in a few learning iterations. Our refined skill model is designed to be deployable on hardware and can correct for discrepancies between the simulation and the real world. Furthermore, we propose a novel method for constraining policy exploration to promising trajectories, which is crucial for enabling manipulation in complex environments. We evaluate our framework in simulation and hardware in multiple environments with varying task complexity. We showcase that compared to the state-of-the-art, which achieves an average success rate of only 56.6% across three different tasks of varying difficulty, our algorithm significantly outperforms it with an average success rate of 90%.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802705","","Training;Adaptation models;Reinforcement learning;Hardware;Trajectory;Complexity theory;Hybrid learning;Intelligent robots","","1","","15","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Learning Temporally Composable Task Segmentations with Language","D. Raj; O. Patil; W. Gu; C. Baral; N. Gopalan","School of Computing and Augmented Intelligence, Arizona State University, Tempe, Arizona, United States; School of Computing and Augmented Intelligence, Arizona State University, Tempe, Arizona, United States; School of Computing and Augmented Intelligence, Arizona State University, Tempe, Arizona, United States; School of Computing and Augmented Intelligence, Arizona State University, Tempe, Arizona, United States; School of Computing and Augmented Intelligence, Arizona State University, Tempe, Arizona, United States",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5195","5202","In this work, we present an approach to identify sub-tasks within a demonstrated robot trajectory with the supervision provided by language instructions. Learning longer horizon tasks is challenging with techniques such as reinforcement learning and behavior cloning. Previous approaches have split these long tasks into shorter tasks that are easier to learn by using statistical change point detection methods. However, classical changepoint detection methods function only with low dimensional robot trajectory data and not with high dimensional inputs such as vision. Our goal in this work is to split longer horizon tasks, represented by trajectories into shorter horizon tasks that can be learned using conventional behavior cloning approaches using guidance from language. In our approach we use techniques from the video moment retrieval problem on robot trajectory data to demonstrate a high-dimensional generalizable change-point detection approach. Our proposed moment retrieval-based approach shows a more than 30% improvement in mean average precision (mAP) for identifying trajectory sub-tasks with language guidance compared to that without language. We perform ablations to understand the effects of domain randomization, sample complexity, views, and sim-to-real transfer of our method. In our data ablation we find that just with a 100 labelled trajectories we can achieve a 61.41 mAP, demonstrating the sample efficiency of using such an approach. Further, behavior cloning models trained on our segmented trajectories outperform a single model trained on the whole trajectory by up to 20%.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802712","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802712","","Accuracy;High dimensional data;Pipelines;Cloning;Reinforcement learning;Trajectory;Complexity theory;Standards;Intelligent robots","","","","37","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Robotic valve turning: axial misalignment estimation from reaction torques","G. Golani; S. H. Turlapati; L. Yang; M. Z. Bin Ariffin; D. Campolo","Robotics Research Centre, School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore; Robotics Research Centre, School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore; Robotics Research Centre, School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore; Robotics Research Centre, School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore; Robotics Research Centre, School of Mechanical and Aerospace Engineering, Nanyang Technological University, Singapore",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5275","5280","In this work, we present a simplified quasi-static model of a two-point contact gripper turning a circular valve to predict the reaction torques produced at the base of the valve as a function of the axis misalignment. Specifically, we learned that geometric features such as (i) the misalignment vector being tangent to the reaction torques, (ii) length of the misalignment vector being directly proportional to the magnitude of the reaction torques and (iii) small axial misalignments resulting in well defined ‘double-loops’ in the 2D reaction torques space are indicative of axis misalignment.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10801385","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801385","","Estimation;Predictive models;Valves;Turning;Vectors;Grippers;Intelligent robots","","2","","14","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Rotograb: Combining Biomimetic Hands with Industrial Grippers using a Rotating Thumb","A. Bersier; M. Leonforte; A. Vanetta; S. L. A. Wotke; A. Nappi; Y. Zhou; S. Oliani; A. M. Kübler; R. K. Katzschmann","Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland; Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland; Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland; Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland; Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland; Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland; Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland; Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland; Soft Robotics Lab, IRIS, D-MAVT, ETH, Zurich, Switzerland",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5303","5310","The development of robotic grippers and hands for automation aims to emulate human dexterity without sacrificing the efficiency of industrial grippers. This study introduces Rotograb, a tendon-actuated robotic hand featuring a novel rotating thumb. The aim is to combine the dexterity of human hands with the efficiency of industrial grippers. The rotating thumb enlarges the workspace and allows in-hand manipulation. A novel joint design minimizes movement interference and simplifies kinematics, using a cutout for tendon routing. We integrate teleoperation, using a depth camera for real-time tracking and autonomous manipulation powered by reinforcement learning with proximal policy optimization. Experimental evaluations demonstrate that Rotograb’s rotating thumb greatly improves both operational versatility and workspace. It can handle various grasping and manipulation tasks with objects from the YCB dataset, with particularly good results when rotating objects within its grasp. Rotograb represents a notable step towards bridging the capability gap between human hands and industrial grippers. The tendon-routing and thumb-rotating mechanisms allow for a new level of control and dexterity. Integrating teleoperation and autonomous learning underscores Rotograb’s adaptability and sophistication, promising substantial advancements in both robotics research and practical applications.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802788","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802788","","Hands;Service robots;Tracking;Sports equipment;Shape;Thumb;Reinforcement learning;Routing;Grippers;Tendons","","1","","20","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"An Actor-Critic Reinforcement Learning Scheme for Reactive 3D Optimal Motion Planning Based on Fluid Dynamics","M. Malliaropoulos; P. Rousseas; C. P. Bechlioulis; K. J. Kyriakopoulos","School of Mechanical Engineering, Control Systems Laboratory, National Technical University of Athens; School of Mechanical Engineering, Control Systems Laboratory, National Technical University of Athens; Department of Electrical and Computer Engineering, University of Patras; Center of AI & Robotics (CAIR), New York University Abu Dhabi",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5332","5339","This work proposes a novel and provably correct method for three-dimensional optimal motion planning in complex environments. Our approach models the 3D motion planning problem by solving streamlines of the potential fluid flow, filling a gap in traditional motion planning techniques by guaranteeing a closed-loop, smooth and natural-looking navigation solution. Special emphasis is given to an inherent challenge of artificial potential field (APF) methods, namely establishing proofs of safety and stability over the entire optimization process. A model-based actor-critic reinforcement learning algorithm is introduced to approximate the optimal solution to the Hamilton-Jacobi-Bellman equation and update the controller parameters in a deterministic manner. Through a series of ROS-Gazebo software-in-the-loop simulations the proposed methodology demonstrates robustness and outperforms widely used methods such as the RRT∗, highlighting its contribution to the field of 3D optimal motion planning.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802111","","Solid modeling;Three-dimensional displays;Navigation;Reinforcement learning;Mathematical models;Stability analysis;Robustness;Planning;Safety;Optimization","","1","","30","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
"Learning Social Cost Functions for Human-Aware Path Planning","A. Eirale; M. Leonetti; M. Chiaberge","Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy; Department of Informatics, King’s College London, London, UK; Department of Electronics and Telecommunications (DET), Politecnico di Torino, Torino, Italy",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"25 Dec 2024","2024","","","5364","5371","Achieving social acceptance is one of the main goals of Social Robotic Navigation. Despite this topic has received increasing interest in recent years, most of the research has focused on driving the robotic agent along obstacle-free trajectories, planning around estimates of future human motion to respect personal distances and optimize navigation. However, social interactions in everyday life are also dictated by norms that do not strictly depend on movement, such as when standing at the end of a queue rather than cutting it. In this paper, we propose a novel method to recognize common social scenarios and modify a traditional planner’s cost function to adapt to them. This solution enables the robot to carry out different social navigation behaviors that would not arise otherwise, maintaining the robustness of traditional navigation. Our approach allows the robot to learn different social norms with a single learned model, rather than having different modules for each task. As a proof of concept, we consider the tasks of queuing and respect interaction spaces of groups of people talking to one another, but the method can be extended to other human activities that do not involve motion.","2153-0866","979-8-3503-7770-5","10.1109/IROS58592.2024.10802768","Politecnico di Torino; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802768","","Computer vision;Costs;Navigation;Trajectory planning;Kinematics;Cost function;Robustness;Libraries;Robots;Intelligent robots","","5","","42","IEEE","25 Dec 2024","14-18 Oct. 2024","14-18 Oct. 2024","IEEE","IEEE Conferences"
